;   characteristic Earth spectrum at quadrature phase
;   from Virtual Planetary Laboratory 3-D spectral Earth model:
;   Robinson, T.D, Meadows, V.S., et al. 2011, Astrobiology, 11, 393.
;
;   contact: Tyler Robinson (robinson.tyler.d@gmail.com)
;
;   wavelength    intensity   solar flux   reflectance
;     [um]      [W/m**2/um/sr][W/m**2/um]
     0.119760 -1.05179e-13     0.146231 -2.25964e-12
     0.119762 -1.05165e-13     0.146211 -2.25964e-12
     0.119763 -1.05150e-13     0.146191 -2.25964e-12
     0.119765 -1.05137e-13     0.146172 -2.25964e-12
     0.119766 -1.05122e-13     0.146152 -2.25964e-12
     0.119768 -1.05109e-13     0.146134 -2.25964e-12
     0.119769 -1.05095e-13     0.146114 -2.25964e-12
     0.119771 -1.05080e-13     0.146094 -2.25964e-12
     0.119772 -1.05067e-13     0.146075 -2.25964e-12
     0.119773 -1.05053e-13     0.146055 -2.25964e-12
     0.119775 -1.05038e-13     0.146035 -2.25964e-12
     0.119776 -1.05025e-13     0.146016 -2.25964e-12
     0.119778 -1.05010e-13     0.145997 -2.25964e-12
     0.119779 -1.04996e-13     0.145976 -2.25964e-12
     0.119781 -1.04983e-13     0.145958 -2.25964e-12
     0.119782 -1.04968e-13     0.145938 -2.25964e-12
     0.119783 -1.04954e-13     0.145918 -2.25964e-12
     0.119785 -1.04940e-13     0.145899 -2.25964e-12
     0.119786 -1.04926e-13     0.145879 -2.25964e-12
     0.119788 -1.04912e-13     0.145859 -2.25964e-12
     0.119789 -1.04898e-13     0.145841 -2.25964e-12
     0.119791 -1.04884e-13     0.145820 -2.25964e-12
     0.119792 -1.04869e-13     0.145801 -2.25964e-12
     0.119793 -1.04856e-13     0.145782 -2.25964e-12
     0.119795 -1.04842e-13     0.145762 -2.25964e-12
     0.119796 -1.04827e-13     0.145742 -2.25964e-12
     0.119798 -1.04813e-13     0.145722 -2.25964e-12
     0.119799 -1.04859e-13     0.145786 -2.25964e-12
     0.119801 -1.05094e-13     0.146112 -2.25964e-12
     0.119802 -1.05506e-13     0.146685 -2.25964e-12
     0.119804 -1.05995e-13     0.147366 -2.25964e-12
     0.119805 -1.06452e-13     0.148001 -2.25964e-12
     0.119806 -1.06942e-13     0.148682 -2.25964e-12
     0.119808 -1.07432e-13     0.149363 -2.25964e-12
     0.119809 -1.07889e-13     0.149998 -2.25964e-12
     0.119811 -1.08379e-13     0.150680 -2.25964e-12
     0.119812 -1.08867e-13     0.151358 -2.25964e-12
     0.119814 -1.09326e-13     0.151996 -2.25964e-12
     0.119815 -1.09816e-13     0.152678 -2.25964e-12
     0.119816 -1.10306e-13     0.153359 -2.25964e-12
     0.119818 -1.10763e-13     0.153994 -2.25964e-12
     0.119819 -1.11253e-13     0.154675 -2.25964e-12
     0.119821 -1.11709e-13     0.155310 -2.25964e-12
     0.119822 -1.12199e-13     0.155991 -2.25964e-12
     0.119824 -1.12689e-13     0.156673 -2.25964e-12
     0.119825 -1.13146e-13     0.157308 -2.25964e-12
     0.119826 -1.13634e-13     0.157985 -2.25964e-12
     0.119828 -1.14126e-13     0.158670 -2.25964e-12
     0.119829 -1.14583e-13     0.159306 -2.25964e-12
     0.119831 -1.15073e-13     0.159987 -2.25964e-12
     0.119832 -1.15561e-13     0.160665 -2.25964e-12
     0.119834 -1.16020e-13     0.161303 -2.25964e-12
     0.119835 -1.16510e-13     0.161985 -2.25964e-12
     0.119837 -1.17000e-13     0.162666 -2.25964e-12
     0.119838 -1.17457e-13     0.163301 -2.25964e-12
     0.119839 -1.17947e-13     0.163982 -2.25964e-12
     0.119841 -1.18406e-13     0.164621 -2.25964e-12
     0.119842 -1.18896e-13     0.165302 -2.25964e-12
     0.119844 -1.19384e-13     0.165980 -2.25964e-12
     0.119845 -1.19843e-13     0.166618 -2.25964e-12
     0.119847 -1.20333e-13     0.167300 -2.25964e-12
     0.119848 -1.20832e-13     0.167993 -2.25964e-12
     0.119849 -1.21218e-13     0.168529 -2.25964e-12
     0.119851 -1.21471e-13     0.168882 -2.25964e-12
     0.119852 -1.21583e-13     0.169037 -2.25964e-12
     0.119854 -1.21643e-13     0.169121 -2.25964e-12
     0.119855 -1.21708e-13     0.169212 -2.25964e-12
     0.119857 -1.21773e-13     0.169301 -2.25964e-12
     0.119858 -1.21833e-13     0.169386 -2.25964e-12
     0.119860 -1.21898e-13     0.169476 -2.25964e-12
     0.119861 -1.21959e-13     0.169560 -2.25964e-12
     0.119862 -1.22024e-13     0.169650 -2.25964e-12
     0.119864 -1.22088e-13     0.169740 -2.25964e-12
     0.119865 -1.22149e-13     0.169824 -2.25964e-12
     0.119867 -1.22214e-13     0.169914 -2.25964e-12
     0.119868 -1.22278e-13     0.170004 -2.25964e-12
     0.119870 -1.22339e-13     0.170089 -2.25964e-12
     0.119871 -1.22404e-13     0.170179 -2.25964e-12
     0.119872 -1.22464e-13     0.170263 -2.25964e-12
     0.119874 -1.22529e-13     0.170353 -2.25964e-12
     0.119875 -1.22594e-13     0.170443 -2.25964e-12
     0.119877 -1.22654e-13     0.170527 -2.25964e-12
     0.119878 -1.22719e-13     0.170617 -2.25964e-12
     0.119880 -1.22784e-13     0.170707 -2.25964e-12
     0.119881 -1.22844e-13     0.170791 -2.25964e-12
     0.119883 -1.22909e-13     0.170881 -2.25964e-12
     0.119884 -1.22970e-13     0.170966 -2.25964e-12
     0.119885 -1.23035e-13     0.171056 -2.25964e-12
     0.119887 -1.23099e-13     0.171146 -2.25964e-12
     0.119888 -1.23160e-13     0.171230 -2.25964e-12
     0.119890 -1.23225e-13     0.171320 -2.25964e-12
     0.119891 -1.23289e-13     0.171410 -2.25964e-12
     0.119893 -1.23350e-13     0.171494 -2.25964e-12
     0.119894 -1.23415e-13     0.171584 -2.25964e-12
     0.119895 -1.23475e-13     0.171668 -2.25964e-12
     0.119897 -1.23540e-13     0.171758 -2.25964e-12
     0.119898 -1.23607e-13     0.171852 -2.25964e-12
     0.119900 -1.23691e-13     0.171968 -2.25964e-12
     0.119901 -1.23851e-13     0.172191 -2.25964e-12
     0.119903 -1.24076e-13     0.172504 -2.25964e-12
     0.119904 -1.24285e-13     0.172794 -2.25964e-12
     0.119906 -1.24508e-13     0.173104 -2.25964e-12
     0.119907 -1.24717e-13     0.173394 -2.25964e-12
     0.119908 -1.24940e-13     0.173704 -2.25964e-12
     0.119910 -1.25163e-13     0.174014 -2.25964e-12
     0.119911 -1.25371e-13     0.174304 -2.25964e-12
     0.119913 -1.25594e-13     0.174615 -2.25964e-12
     0.119914 -1.25817e-13     0.174924 -2.25964e-12
     0.119916 -1.26026e-13     0.175215 -2.25964e-12
     0.119917 -1.26249e-13     0.175524 -2.25964e-12
     0.119918 -1.26457e-13     0.175813 -2.25964e-12
     0.119920 -1.26679e-13     0.176123 -2.25964e-12
     0.119921 -1.26903e-13     0.176435 -2.25964e-12
     0.119923 -1.27111e-13     0.176724 -2.25964e-12
     0.119924 -1.27334e-13     0.177034 -2.25964e-12
     0.119926 -1.27557e-13     0.177343 -2.25964e-12
     0.119927 -1.27766e-13     0.177634 -2.25964e-12
     0.119929 -1.27989e-13     0.177944 -2.25964e-12
     0.119930 -1.28198e-13     0.178234 -2.25964e-12
     0.119931 -1.28420e-13     0.178544 -2.25964e-12
     0.119933 -1.28643e-13     0.178854 -2.25964e-12
     0.119934 -1.28852e-13     0.179144 -2.25964e-12
     0.119936 -1.29075e-13     0.179454 -2.25964e-12
     0.119937 -1.29284e-13     0.179744 -2.25964e-12
     0.119939 -1.29507e-13     0.180054 -2.25964e-12
     0.119940 -1.29730e-13     0.180364 -2.25964e-12
     0.119941 -1.29937e-13     0.180653 -2.25964e-12
     0.119943 -1.30160e-13     0.180963 -2.25964e-12
     0.119944 -1.30385e-13     0.181276 -2.25964e-12
     0.119946 -1.30593e-13     0.181564 -2.25964e-12
     0.119947 -1.30826e-13     0.181888 -2.25964e-12
     0.119949 -1.31033e-13     0.182176 -2.25964e-12
     0.119950 -1.31198e-13     0.182406 -2.25964e-12
     0.119952 -1.31328e-13     0.182586 -2.25964e-12
     0.119953 -1.31438e-13     0.182738 -2.25964e-12
     0.119954 -1.31542e-13     0.182883 -2.25964e-12
     0.119956 -1.31639e-13     0.183019 -2.25964e-12
     0.119957 -1.31744e-13     0.183165 -2.25964e-12
     0.119959 -1.31848e-13     0.183309 -2.25964e-12
     0.119960 -1.31946e-13     0.183445 -2.25964e-12
     0.119962 -1.32050e-13     0.183590 -2.25964e-12
     0.119963 -1.32154e-13     0.183735 -2.25964e-12
     0.119964 -1.32251e-13     0.183870 -2.25964e-12
     0.119966 -1.32356e-13     0.184015 -2.25964e-12
     0.119967 -1.32453e-13     0.184151 -2.25964e-12
     0.119969 -1.32558e-13     0.184296 -2.25964e-12
     0.119970 -1.32662e-13     0.184440 -2.25964e-12
     0.119972 -1.32759e-13     0.184576 -2.25964e-12
     0.119973 -1.32863e-13     0.184721 -2.25964e-12
     0.119975 -1.32961e-13     0.184857 -2.25964e-12
     0.119976 -1.33066e-13     0.185002 -2.25964e-12
     0.119977 -1.33170e-13     0.185147 -2.25964e-12
     0.119979 -1.33267e-13     0.185282 -2.25964e-12
     0.119980 -1.33371e-13     0.185427 -2.25964e-12
     0.119982 -1.33469e-13     0.185563 -2.25964e-12
     0.119983 -1.33573e-13     0.185708 -2.25964e-12
     0.119985 -1.33678e-13     0.185853 -2.25964e-12
     0.119986 -1.33775e-13     0.185988 -2.25964e-12
     0.119988 -1.33879e-13     0.186133 -2.25964e-12
     0.119989 -1.33977e-13     0.186269 -2.25964e-12
     0.119990 -1.34081e-13     0.186414 -2.25964e-12
     0.119992 -1.34185e-13     0.186559 -2.25964e-12
     0.119993 -1.34283e-13     0.186694 -2.25964e-12
     0.119995 -1.34388e-13     0.186840 -2.25964e-12
     0.119996 -1.34485e-13     0.186976 -2.25964e-12
     0.119998 -1.34597e-13     0.187131 -2.25964e-12
     0.119999 -1.34693e-13     0.187264 -2.25964e-12
     0.120000 -1.34753e-13     0.187347 -2.25964e-12
     0.120002 -1.34786e-13     0.187394 -2.25964e-12
     0.120003 -1.34804e-13     0.187419 -2.25964e-12
     0.120005 -1.34823e-13     0.187445 -2.25964e-12
     0.120006 -1.34842e-13     0.187471 -2.25964e-12
     0.120008 -1.34859e-13     0.187496 -2.25964e-12
     0.120009 -1.34878e-13     0.187522 -2.25964e-12
     0.120011 -1.34896e-13     0.187546 -2.25964e-12
     0.120012 -1.34915e-13     0.187572 -2.25964e-12
     0.120013 -1.34933e-13     0.187599 -2.25964e-12
     0.120015 -1.34951e-13     0.187623 -2.25964e-12
     0.120016 -1.34970e-13     0.187649 -2.25964e-12
     0.120018 -1.34987e-13     0.187674 -2.25964e-12
     0.120019 -1.35006e-13     0.187700 -2.25964e-12
     0.120021 -1.35025e-13     0.187726 -2.25964e-12
     0.120022 -1.35043e-13     0.187751 -2.25964e-12
     0.120024 -1.35062e-13     0.187777 -2.25964e-12
     0.120025 -1.35079e-13     0.187801 -2.25964e-12
     0.120026 -1.35098e-13     0.187828 -2.25964e-12
     0.120028 -1.35117e-13     0.187854 -2.25964e-12
     0.120029 -1.35135e-13     0.187878 -2.25964e-12
     0.120031 -1.35153e-13     0.187905 -2.25964e-12
     0.120032 -1.35171e-13     0.187929 -2.25964e-12
     0.120034 -1.35190e-13     0.187955 -2.25964e-12
     0.120035 -1.35208e-13     0.187980 -2.25964e-12
     0.120036 -1.35226e-13     0.188006 -2.25964e-12
     0.120038 -1.35245e-13     0.188032 -2.25964e-12
     0.120039 -1.35263e-13     0.188057 -2.25964e-12
     0.120041 -1.35282e-13     0.188083 -2.25964e-12
     0.120042 -1.35299e-13     0.188107 -2.25964e-12
     0.120044 -1.35318e-13     0.188133 -2.25964e-12
     0.120045 -1.35337e-13     0.188160 -2.25964e-12
     0.120047 -1.35355e-13     0.188184 -2.25964e-12
     0.120048 -1.35375e-13     0.188212 -2.25964e-12
     0.120049 -1.35397e-13     0.188243 -2.25964e-12
     0.120051 -1.35436e-13     0.188297 -2.25964e-12
     0.120052 -1.35497e-13     0.188382 -2.25964e-12
     0.120054 -1.35554e-13     0.188462 -2.25964e-12
     0.120055 -1.35616e-13     0.188548 -2.25964e-12
     0.120057 -1.35673e-13     0.188627 -2.25964e-12
     0.120058 -1.35735e-13     0.188714 -2.25964e-12
     0.120060 -1.35797e-13     0.188799 -2.25964e-12
     0.120061 -1.35854e-13     0.188879 -2.25964e-12
     0.120062 -1.35916e-13     0.188965 -2.25964e-12
     0.120064 -1.35973e-13     0.189045 -2.25964e-12
     0.120065 -1.36035e-13     0.189131 -2.25964e-12
     0.120067 -1.36093e-13     0.189211 -2.25964e-12
     0.120068 -1.36155e-13     0.189296 -2.25964e-12
     0.120070 -1.36216e-13     0.189382 -2.25964e-12
     0.120071 -1.36274e-13     0.189462 -2.25964e-12
     0.120073 -1.36335e-13     0.189548 -2.25964e-12
     0.120074 -1.36393e-13     0.189628 -2.25964e-12
     0.120075 -1.36455e-13     0.189714 -2.25964e-12
     0.120077 -1.36512e-13     0.189794 -2.25964e-12
     0.120078 -1.36574e-13     0.189879 -2.25964e-12
     0.120080 -1.36636e-13     0.189965 -2.25964e-12
     0.120081 -1.36693e-13     0.190045 -2.25964e-12
     0.120083 -1.36755e-13     0.190131 -2.25964e-12
     0.120084 -1.36813e-13     0.190212 -2.25964e-12
     0.120086 -1.36874e-13     0.190297 -2.25964e-12
     0.120087 -1.36936e-13     0.190383 -2.25964e-12
     0.120088 -1.36994e-13     0.190463 -2.25964e-12
     0.120090 -1.37055e-13     0.190549 -2.25964e-12
     0.120091 -1.37113e-13     0.190629 -2.25964e-12
     0.120093 -1.37175e-13     0.190715 -2.25964e-12
     0.120094 -1.37232e-13     0.190795 -2.25964e-12
     0.120096 -1.37294e-13     0.190880 -2.25964e-12
     0.120097 -1.37356e-13     0.190967 -2.25964e-12
     0.120098 -1.37415e-13     0.191049 -2.25964e-12
     0.120100 -1.37476e-13     0.191133 -2.25964e-12
     0.120101 -1.37546e-13     0.191231 -2.25964e-12
     0.120103 -1.37638e-13     0.191359 -2.25964e-12
     0.120104 -1.37719e-13     0.191471 -2.25964e-12
     0.120106 -1.37804e-13     0.191589 -2.25964e-12
     0.120107 -1.37889e-13     0.191708 -2.25964e-12
     0.120109 -1.37969e-13     0.191819 -2.25964e-12
     0.120110 -1.38055e-13     0.191938 -2.25964e-12
     0.120111 -1.38134e-13     0.192049 -2.25964e-12
     0.120113 -1.38220e-13     0.192167 -2.25964e-12
     0.120114 -1.38306e-13     0.192287 -2.25964e-12
     0.120116 -1.38385e-13     0.192398 -2.25964e-12
     0.120117 -1.38470e-13     0.192516 -2.25964e-12
     0.120119 -1.38551e-13     0.192628 -2.25964e-12
     0.120120 -1.38636e-13     0.192747 -2.25964e-12
     0.120122 -1.38716e-13     0.192858 -2.25964e-12
     0.120123 -1.38802e-13     0.192977 -2.25964e-12
     0.120124 -1.38882e-13     0.193088 -2.25964e-12
     0.120126 -1.38967e-13     0.193207 -2.25964e-12
     0.120127 -1.39053e-13     0.193326 -2.25964e-12
     0.120129 -1.39132e-13     0.193436 -2.25964e-12
     0.120130 -1.39218e-13     0.193555 -2.25964e-12
     0.120132 -1.39298e-13     0.193666 -2.25964e-12
     0.120133 -1.39383e-13     0.193785 -2.25964e-12
     0.120135 -1.39468e-13     0.193904 -2.25964e-12
     0.120136 -1.39549e-13     0.194015 -2.25964e-12
     0.120137 -1.39634e-13     0.194134 -2.25964e-12
     0.120139 -1.39714e-13     0.194246 -2.25964e-12
     0.120140 -1.39800e-13     0.194364 -2.25964e-12
     0.120142 -1.39880e-13     0.194476 -2.25964e-12
     0.120143 -1.39965e-13     0.194595 -2.25964e-12
     0.120145 -1.40045e-13     0.194706 -2.25964e-12
     0.120146 -1.40130e-13     0.194824 -2.25964e-12
     0.120148 -1.40226e-13     0.194957 -2.25964e-12
     0.120149 -1.40297e-13     0.195055 -2.25964e-12
     0.120150 -1.40327e-13     0.195097 -2.25964e-12
     0.120152 -1.40315e-13     0.195081 -2.25964e-12
     0.120153 -1.40285e-13     0.195038 -2.25964e-12
     0.120155 -1.40255e-13     0.194997 -2.25964e-12
     0.120156 -1.40223e-13     0.194953 -2.25964e-12
     0.120158 -1.40192e-13     0.194909 -2.25964e-12
     0.120159 -1.40162e-13     0.194868 -2.25964e-12
     0.120161 -1.40131e-13     0.194824 -2.25964e-12
     0.120162 -1.40101e-13     0.194783 -2.25964e-12
     0.120163 -1.40069e-13     0.194739 -2.25964e-12
     0.120165 -1.40040e-13     0.194698 -2.25964e-12
     0.120166 -1.40008e-13     0.194654 -2.25964e-12
     0.120168 -1.39979e-13     0.194613 -2.25964e-12
     0.120169 -1.39947e-13     0.194569 -2.25964e-12
     0.120171 -1.39915e-13     0.194525 -2.25964e-12
     0.120172 -1.39886e-13     0.194484 -2.25964e-12
     0.120174 -1.39854e-13     0.194440 -2.25964e-12
     0.120175 -1.39825e-13     0.194399 -2.25964e-12
     0.120176 -1.39793e-13     0.194355 -2.25964e-12
     0.120178 -1.39763e-13     0.194314 -2.25964e-12
     0.120179 -1.39732e-13     0.194270 -2.25964e-12
     0.120181 -1.39700e-13     0.194226 -2.25964e-12
     0.120182 -1.39671e-13     0.194185 -2.25964e-12
     0.120184 -1.39639e-13     0.194141 -2.25964e-12
     0.120185 -1.39609e-13     0.194100 -2.25964e-12
     0.120187 -1.39578e-13     0.194056 -2.25964e-12
     0.120188 -1.39548e-13     0.194015 -2.25964e-12
     0.120189 -1.39516e-13     0.193971 -2.25964e-12
     0.120191 -1.39487e-13     0.193930 -2.25964e-12
     0.120192 -1.39455e-13     0.193886 -2.25964e-12
     0.120194 -1.39424e-13     0.193842 -2.25964e-12
     0.120195 -1.39394e-13     0.193801 -2.25964e-12
     0.120197 -1.39363e-13     0.193757 -2.25964e-12
     0.120198 -1.39330e-13     0.193712 -2.25964e-12
     0.120200 -1.39338e-13     0.193722 -2.25964e-12
     0.120201 -1.39435e-13     0.193857 -2.25964e-12
     0.120202 -1.39635e-13     0.194136 -2.25964e-12
     0.120204 -1.39828e-13     0.194403 -2.25964e-12
     0.120205 -1.40033e-13     0.194689 -2.25964e-12
     0.120207 -1.40224e-13     0.194955 -2.25964e-12
     0.120208 -1.40431e-13     0.195242 -2.25964e-12
     0.120210 -1.40636e-13     0.195527 -2.25964e-12
     0.120211 -1.40826e-13     0.195792 -2.25964e-12
     0.120213 -1.41032e-13     0.196077 -2.25964e-12
     0.120214 -1.41224e-13     0.196345 -2.25964e-12
     0.120215 -1.41429e-13     0.196630 -2.25964e-12
     0.120217 -1.41622e-13     0.196898 -2.25964e-12
     0.120218 -1.41827e-13     0.197183 -2.25964e-12
     0.120220 -1.42020e-13     0.197451 -2.25964e-12
     0.120221 -1.42225e-13     0.197736 -2.25964e-12
     0.120223 -1.42416e-13     0.198002 -2.25964e-12
     0.120224 -1.42621e-13     0.198287 -2.25964e-12
     0.120226 -1.42828e-13     0.198574 -2.25964e-12
     0.120227 -1.43019e-13     0.198841 -2.25964e-12
     0.120228 -1.43225e-13     0.199126 -2.25964e-12
     0.120230 -1.43417e-13     0.199393 -2.25964e-12
     0.120231 -1.43622e-13     0.199679 -2.25964e-12
     0.120233 -1.43815e-13     0.199946 -2.25964e-12
     0.120234 -1.44020e-13     0.200232 -2.25964e-12
     0.120236 -1.44212e-13     0.200499 -2.25964e-12
     0.120237 -1.44418e-13     0.200785 -2.25964e-12
     0.120239 -1.44609e-13     0.201051 -2.25964e-12
     0.120240 -1.44814e-13     0.201336 -2.25964e-12
     0.120241 -1.45021e-13     0.201623 -2.25964e-12
     0.120243 -1.45213e-13     0.201891 -2.25964e-12
     0.120244 -1.45418e-13     0.202176 -2.25964e-12
     0.120246 -1.45611e-13     0.202444 -2.25964e-12
     0.120247 -1.45825e-13     0.202742 -2.25964e-12
     0.120249 -1.46020e-13     0.203013 -2.25964e-12
     0.120250 -1.46195e-13     0.203256 -2.25964e-12
     0.120252 -1.46382e-13     0.203515 -2.25964e-12
     0.120253 -1.46611e-13     0.203834 -2.25964e-12
     0.120254 -1.46802e-13     0.204099 -2.25964e-12
     0.120256 -1.47007e-13     0.204384 -2.25964e-12
     0.120257 -1.47212e-13     0.204669 -2.25964e-12
     0.120259 -1.47404e-13     0.204936 -2.25964e-12
     0.120260 -1.47610e-13     0.205223 -2.25964e-12
     0.120262 -1.47802e-13     0.205490 -2.25964e-12
     0.120263 -1.48007e-13     0.205775 -2.25964e-12
     0.120265 -1.48199e-13     0.206042 -2.25964e-12
     0.120266 -1.48404e-13     0.206327 -2.25964e-12
     0.120267 -1.48595e-13     0.206592 -2.25964e-12
     0.120269 -1.48800e-13     0.206877 -2.25964e-12
     0.120270 -1.48993e-13     0.207146 -2.25964e-12
     0.120272 -1.49198e-13     0.207431 -2.25964e-12
     0.120273 -1.49390e-13     0.207698 -2.25964e-12
     0.120275 -1.49595e-13     0.207983 -2.25964e-12
     0.120276 -1.49787e-13     0.208250 -2.25964e-12
     0.120278 -1.49992e-13     0.208535 -2.25964e-12
     0.120279 -1.50197e-13     0.208820 -2.25964e-12
     0.120280 -1.50390e-13     0.209088 -2.25964e-12
     0.120282 -1.50595e-13     0.209373 -2.25964e-12
     0.120283 -1.50786e-13     0.209639 -2.25964e-12
     0.120285 -1.50991e-13     0.209924 -2.25964e-12
     0.120286 -1.51183e-13     0.210191 -2.25964e-12
     0.120288 -1.51389e-13     0.210477 -2.25964e-12
     0.120289 -1.51581e-13     0.210744 -2.25964e-12
     0.120291 -1.51786e-13     0.211029 -2.25964e-12
     0.120292 -1.51978e-13     0.211296 -2.25964e-12
     0.120294 -1.52183e-13     0.211581 -2.25964e-12
     0.120295 -1.52375e-13     0.211848 -2.25964e-12
     0.120296 -1.52581e-13     0.212135 -2.25964e-12
     0.120298 -1.52797e-13     0.212434 -2.25964e-12
